"Ranking","occult.prob","X","Y","unicode"
"1427","0","222397.938856181","8180342.92463803","1.24.3.10"
"1428","0","221981.594156391","8180346.80951965","1.24.3.100"
"1429","0","221972.239448419","8180381.38363324","1.24.3.101"
"1430","0","221974.662722501","8180394.36465813","1.24.3.102"
"1431","0","221984.831501631","8180403.53555139","1.24.3.103"
"1432","0","222000.459472408","8180404.3723547","1.24.3.104"
"1433","0","221943.758452354","8180436.69665126","1.24.3.105"
"1434","0","221861.116238174","8180443.65509282","1.24.3.106"
"1435","0","221874.476246956","8180446.69291168","1.24.3.107"
"1436","0","221884.238163051","8180446.6548201","1.24.3.108"
"1437","0","221893.943835771","8180451.98374214","1.24.3.109"
"1438","0","222399.720967357","8180334.8716822","1.24.3.11"
"1439","0","221897.421646812","8180465.21498498","1.24.3.110"
"1440","0","221897.862818523","8180475.09293696","1.24.3.111"
"1441","0","221897.893234726","8180484.42319714","1.24.3.111A"
"1442","0","221898.761278287","8180494.81526074","1.24.3.111B"
"1443","0","221902.073205416","8180506.55907281","1.24.3.111C"
"1444","0","221904.93237668","8180517.73823703","1.24.3.111D"
"1445","0","221919.345804928","8180521.43911313","1.24.3.112"
"1446","0","221915.094172699","8180489.17845066","1.24.3.113"
"1447","0","221914.507128168","8180457.90726634","1.24.3.114"
"1448","0","221929.435958703","8180462.34349871","1.24.3.115"
"1449","0","221944.325929896","8180471.95603274","1.24.3.116"
"1450","0","221957.466279333","8180482.61608741","1.24.3.117"
"1451","0","221944.471906822","8180495.76688992","1.24.3.118"
"1452","0","221931.971547817","8180499.67837595","1.24.3.119"
"1453","0","221932.698167494","8180513.56289354","1.24.3.119A"
"1454","0","222399.8818377","8180326.14305907","1.24.3.12"
"1455","0","221937.545397968","8180521.72393999","1.24.3.120"
"1456","0","221966.323782722","8180495.76103271","1.24.3.121"
"1457","0","221978.228960412","8180506.50468244","1.24.3.122"
"1458","0","221988.788002287","8180519.73288185","1.24.3.123"
"1459","0","221999.113506526","8180530.59144063","1.24.3.124"
"1460","0","221993.422655589","8180492.47851355","1.24.3.125"
"1461","0","221986.592107107","8180485.86100506","1.24.3.125A"
"1462","0","221983.37955251","8180478.36373085","1.24.3.126"
"1463","0","221982.766307623","8180459.49266251","1.24.3.127"
"1464","0","221984.737128788","8180452.25022417","1.24.3.128"
"1465","0","221984.524554791","8180447.20085596","1.24.3.128A"
"1466","0","221988.793809014","8180436.25405761","1.24.3.129"
"1467","0","221988.598054117","8180427.85902429","1.24.3.130"
"1468","0","221987.11333527","8180419.60877518","1.24.3.131"
"1469","0","221996.244622556","8180418.33767321","1.24.3.131A"
"1470","0","222033.643705384","8180426.7169028","1.24.3.132"
"1471","0","222046.943925241","8180428.89150058","1.24.3.133"
"1472","0","222044.900167696","8180355.93372265","1.24.3.134"
"1473","0","222030.86013091","8180394.35466888","1.24.3.135"
"1474","0","222057.186012301","8180375.12829697","1.24.3.136"
"1475","0","222069.233262504","8180382.70131457","1.24.3.137"
"1476","0","222060.261437861","8180400.97399313","1.24.3.138"
"1477","0","222090.230762355","8180398.91748757","1.24.3.139"
"1478","0","222080.062921619","8180418.41889493","1.24.3.140"
"1479","0","222112.027805083","8180413.64959468","1.24.3.141"
"1480","0","222117.440358181","8180426.86629582","1.24.3.142"
"1481","0","222123.944586085","8180436.28878619","1.24.3.142A"
"1482","0","222158.573727479","8180440.55097151","1.24.3.143"
"1483","0","222184.125195847","8180454.7123615","1.24.3.144"
"1484","0","222185.122940754","8180466.5383327","1.24.3.145"
"1485","0","222183.745302695","8180475.70889887","1.24.3.146"
"1486","0","222207.195537336","8180470.46014425","1.24.3.148"
"1487","0","222205.944701448","8180459.22327216","1.24.3.149"
"1488","0","222233.720342311","8180463.18649896","1.24.3.150"
"1489","0","222233.36109809","8180473.05960396","1.24.3.151"
"1490","0","222232.936505234","8180479.0898184","1.24.3.152"
"1491","0","222254.652607189","8180466.07471562","1.24.3.154"
"1492","0","222253.730307437","8180455.69359075","1.24.3.155"
"1493","0","222306.940342304","8180442.93827765","1.24.3.159"
"1494","0","222316.29584022","8180425.5328447","1.24.3.160"
"1495","0","222353.209942069","8180391.18428699","1.24.3.163"
"1496","0","222362.860426871","8180432.93168837","1.24.3.164"
"1497","0","222371.155915368","8180446.05680189","1.24.3.165"
"1498","0","222362.457049772","8180457.24471246","1.24.3.166"
"1499","0","222370.664282254","8180468.6765966","1.24.3.167"
"1500","0","222354.48034095","8180324.82625843","1.24.3.17"
"1501","0","222206.820779521","8180479.99531913","1.24.3.174"
"1502","0","222344.51305175","8180321.8370856","1.24.3.18"
"1503","0","222336.456962663","8180315.57984252","1.24.3.19"
"1504","0","222443.253302687","8180410.11377006","1.24.3.2"
"1505","0","222272.612417082","8180260.61534407","1.24.3.23"
"1506","0","222258.294427606","8180275.07558093","1.24.3.24"
"1507","0","222441.41680511","8180387.06564403","1.24.3.3"
"1508","0","222252.083757034","8180354.74874795","1.24.3.31"
"1509","0","222249.812933204","8180362.61511754","1.24.3.31A"
"1510","0","222246.877711702","8180370.12891216","1.24.3.32"
"1511","0","222264.161250574","8180395.39929518","1.24.3.35"
"1512","0","222266.246774807","8180405.40149327","1.24.3.36"
"1513","0","222267.52497967","8180416.01734449","1.24.3.37"
"1514","0","222269.57216581","8180425.70948168","1.24.3.38"
"1515","0","222261.960273825","8180431.67681655","1.24.3.39"
"1516","0","222434.917455862","8180372.27884387","1.24.3.4"
"1517","0","222239.713142783","8180436.54417724","1.24.3.40"
"1518","0","222237.70395883","8180426.3326273","1.24.3.41"
"1519","0","222237.687926305","8180419.90818751","1.24.3.42"
"1520","0","222234.461915754","8180406.571892","1.24.3.43"
"1521","0","222230.497698907","8180383.24641563","1.24.3.44"
"1522","0","222220.188849379","8180381.9458938","1.24.3.45"
"1523","0","222210.890704905","8180388.96087628","1.24.3.46"
"1524","0","222209.653062103","8180411.39105185","1.24.3.47"
"1525","0","222212.102836671","8180419.79222973","1.24.3.48"
"1526","0","222214.690213594","8180429.55345104","1.24.3.49"
"1527","0","222424.672605833","8180360.55711719","1.24.3.5"
"1528","0","222209.728063947","8180438.23383602","1.24.3.50"
"1529","0","222191.835943545","8180438.7040365","1.24.3.51"
"1530","0","222185.783048546","8180423.0905112","1.24.3.52"
"1531","0","222186.740862839","8180415.94615506","1.24.3.53"
"1532","0","222187.30555062","8180402.29179505","1.24.3.54"
"1533","0","222188.235364785","8180390.637088","1.24.3.55"
"1534","0","222188.391788375","8180375.0979027","1.24.3.56"
"1535","0","222181.562280415","8180387.69669905","1.24.3.56A"
"1536","0","222175.039898569","8180398.51032073","1.24.3.56B"
"1537","0","222169.74355666","8180410.90063188","1.24.3.56C"
"1538","0","222166.703293385","8180417.29685005","1.24.3.56D"
"1539","0","222197.083005019","8180353.88880148","1.24.3.56E"
"1540","0","222124.548255477","8180391.96435325","1.24.3.57"
"1541","0","222129.498907019","8180381.15824788","1.24.3.58"
"1542","0","222131.852966298","8180369.62530296","1.24.3.59"
"1543","0","222418.633913322","8180389.86605172","1.24.3.6"
"1544","0","222132.671451851","8180360.03068302","1.24.3.60"
"1545","0","222109.983790273","8180348.82300057","1.24.3.61"
"1546","0","222104.734110396","8180371.85360534","1.24.3.62"
"1547","0","222080.079367475","8180363.38789502","1.24.3.63"
"1548","0","222088.201897754","8180350.62146898","1.24.3.64"
"1549","0","222114.335097076","8180314.58821227","1.24.3.65"
"1550","0","222102.663384137","8180301.96455844","1.24.3.66"
"1551","0","222093.731603562","8180321.95844082","1.24.3.67"
"1552","0","222076.998593402","8180307.8866842","1.24.3.68"
"1553","0","222071.263638509","8180321.6840918","1.24.3.69"
"1554","0","222069.517555145","8180332.28842309","1.24.3.70"
"1555","0","222065.701423016","8180348.58262611","1.24.3.71"
"1556","0","222047.995578632","8180337.37990212","1.24.3.72"
"1557","0","222047.574623661","8180327.09222968","1.24.3.73"
"1558","0","222048.261758423","8180312.25054416","1.24.3.74"
"1559","0","222036.156546891","8180310.51312024","1.24.3.75"
"1560","0","222022.746080724","8180307.87275566","1.24.3.76"
"1561","0","222007.549471152","8180304.11568704","1.24.3.77"
"1562","0","221967.083390091","8180287.41824541","1.24.3.78"
"1563","0","221969.557457336","8180283.44764107","1.24.3.78A"
"1564","0","221989.431945238","8180304.20910347","1.24.3.79"
"1565","0","222022.210795908","8180280.51597922","1.24.3.80"
"1566","0","222032.126335874","8180284.16662142","1.24.3.80A"
"1567","0","222044.682646471","8180287.18353752","1.24.3.80B"
"1568","0","222008.148295259","8180280.85208005","1.24.3.81"
"1569","0","221992.492857159","8180273.83678595","1.24.3.82"
"1570","0","221952.642658045","8180247.62514681","1.24.3.83"
"1571","0","221940.064024027","8180254.57085449","1.24.3.84"
"1572","0","221928.889497192","8180264.10326684","1.24.3.85"
"1573","0","221926.274491341","8180277.60382219","1.24.3.86"
"1574","0","221923.770594332","8180291.58322251","1.24.3.87"
"1575","0","221951.155218682","8180300.83861292","1.24.3.88"
"1576","0","221937.156682658","8180342.73424319","1.24.3.93"
"1577","0","221936.294004242","8180348.88721071","1.24.3.94"
"1578","0","221943.956954173","8180356.04771223","1.24.3.95"
"1579","0","221953.496275561","8180366.92645842","1.24.3.97"
"1580","0","221960.580740809","8180371.67662301","1.24.3.98"
"1581","0","222000.621517009","8180358.49659531","1.24.3.99"
"1582","0","222009.076148416","8180353.52081945","1.24.3.99A"
"1583","0","222271.313744867","8180516.47734425","1.24.4.100"
"1584","0","222277.374936725","8180516.80431642","1.24.4.101"
"1585","0","222284.920484692","8180517.00699343","1.24.4.102"
"1586","0","222286.59272096","8180506.50542094","1.24.4.103"
"1587","0","222286.375788436","8180494.14702642","1.24.4.104"
"1588","0","222301.672416963","8180492.65844365","1.24.4.105"
"1589","0","222301.786676965","8180504.14671026","1.24.4.106"
"1590","0","222298.161415108","8180517.83497637","1.24.4.107"
"1591","0","222305.816527221","8180521.49417241","1.24.4.108"
"1592","0","222339.87748028","8180505.68586601","1.24.4.111B"
"1593","0","222386.415253901","8180503.20205174","1.24.4.115B"
"1594","0","222390.318725769","8180506.40845918","1.24.4.115C"
"1595","0","222393.363689023","8180510.54717351","1.24.4.115D"
"1596","0","222029.919706442","8180502.60082618","1.24.4.44"
"1597","0","222038.449267443","8180504.29483298","1.24.4.45"
"1598","0","222049.252392072","8180472.05747328","1.24.4.49"
"1599","0","222099.864578272","8180469.72671048","1.24.4.60"
"1600","0","222099.800390465","8180475.62664655","1.24.4.61"
"1601","0","222113.74068879","8180479.31809772","1.24.4.68"
"1602","0","222117.99575414","8180476.12851683","1.24.4.69"
"1603","0","222131.296009364","8180477.86600921","1.24.4.70"
"1604","0","222148.863864123","8180505.16830411","1.24.4.76"
"1605","0","222149.910300365","8180494.18788407","1.24.4.77"
"1606","0","222150.169280422","8180486.89974631","1.24.4.78"
"1607","0","222266.760166502","8180491.90800884","1.24.4.97"
"1608","0","222264.450691481","8180503.40828845","1.24.4.98"
"1609","0","222262.013375676","8180518.23211508","1.24.4.99"
"1610","0","223108.847960443","8180578.40359139","1.24.6.1"
"1611","0","223104.182859204","8180573.75250051","1.24.6.2"
"1612","0","223084.107132464","8180567.2165554","1.24.6.24"
"1613","0","223100.628279292","8180563.09742791","1.24.6.3"
"1614","0","223090.596404092","8180578.29422501","1.24.6.37"
"1615","0","223095.80922696","8180555.74495914","1.24.6.4"
"1616","0","223109.608617216","8180537.08904649","1.24.6.5"
"1617","0","223108.296523327","8180531.64551894","1.24.6.5A"
"1618","0","223102.582320768","8180515.21774113","1.24.6.6"
"1619","0","223086.916499088","8180532.64995309","1.24.6.7"
"1620","0","223762.829459783","8180156.8170417","1.24.9.31"
"1621","0","223786.246732776","8180144.96279224","1.24.9.32"
