"","id_manz","P","D","L","X","Y","1_FR_A","2_FR_A","YearLastAFII","ageAP","nbSpray","nbSprayI","nbSprayII","nbPos","DenH","InspH","PosInspH","RocH","PosRocH","Total","nbDen","nbInsp","nbInspProg","nbInspPos","nbRoc","nbRocProg","nbRocPos","IIspray","Unspray","ManzPos2012","ManzPosPre2012","ManzVigPre2012","NextManzPosPre2012","codeLoc","focus","Den1"
"2666","192-24","1","24","5",222823.841085733,8180618.87586953,NA,NA,NA,NA,12,12,10,3,4,11,3,8,3,15,4,14,14,3,12,15,4,NA,3,TRUE,TRUE,TRUE,TRUE,"1.24.5",TRUE,TRUE
"2667","192-25","1","25","5",230543.339086313,8179727.51990162,5,6,6,6,15,14,14,8,0,0,0,0,0,16,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.5",TRUE,FALSE
"2668","19-23","1","23","1",218495.2215266,8182365.1715498,5,6,6,6,4,4,4,0,0,0,0,0,0,5,0,0,1,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.23.1",TRUE,FALSE
"2670","1923-13","1","13","51",234439.726929577,8183569.36728173,7,8,8,4,20,20,8,2,0,0,0,0,0,26,0,0,0,0,0,0,0,8,6,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2672","1924-13","1","13","51",234434.230378,8183618.789519,7,8,8,4,25,25,14,7,0,0,0,0,0,26,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2673","19-25","1","25","1",228824.989134759,8181305.55392921,NA,6,6,6,28,25,27,0,0,0,0,0,0,29,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.1",TRUE,FALSE
"2674","1925-13","1","13","51",234439.199684071,8183657.86031557,7,8,8,4,12,11,8,4,0,0,0,0,0,14,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2675","1926-13","1","13","51",234273.876774667,8183646.29318061,7,8,8,4,15,14,9,6,0,0,0,0,0,18,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2676","192-7","1","7","12",226676.971431667,8180217.303811,3,4,4,8,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.12",TRUE,FALSE
"2677","1927-13","1","13","51",234231.9447714,8183676.0298618,7,8,8,4,5,5,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2678","192-8","1","8","12",231671.352604718,8180374.82338995,6.1025641025641,7,7,5,35,34,32,10,0,0,0,0,0,39,0,0,0,0,0,0,0,7,4,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2679","1928-13","1","13","51",234292.697561038,8183603.81900319,7,8,8,4,24,23,17,14,0,0,0,0,0,26,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2680","192-9","1","9","16",200057.702749059,8182444.27149188,8,9,9,3,17,15,15,0,0,0,0,0,0,17,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2681","1929-13","1","13","51",234298.973478962,8183555.91246754,NA,8,8,4,21,16,20,9,0,0,0,0,0,26,0,0,0,0,0,0,0,8,5,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2682","1930-13","1","13","51",234164.093083538,8183540.28540231,7,8,8,4,25,25,23,13,0,0,0,0,0,26,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2686","1931-13","1","13","51",234172.39329019,8183591.33738943,7,8,8,4,19,19,14,10,0,0,0,0,0,21,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2687","193-13","1","13","50",234561.611756867,8183048.54053047,7,8,8,4,13,13,11,0,0,0,0,0,0,15,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2688","193-18","1","18","7",224014.854630167,8181714.68583033,5,5.33333333333333,6,6,5,3,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5.33333333333333,1,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2689","1932-13","1","13","51",234119.447842333,8183603.93140913,7,8,8,4,14,14,9,1,0,0,0,0,0,15,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2690","193-23","1","23","14",220581.457325118,8179287.67934394,5,6,6,6,16,13,14,0,0,0,0,0,0,17,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.23.14",TRUE,FALSE
"2691","193-24","1","24","5",222763.638342333,8180655.71518567,4,5,5,7,9,9,9,2,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.5",TRUE,FALSE
"2692","193-25","1","25","5",230591.070931389,8179753.94537361,5,6,6,6,17,16,16,11,0,0,0,0,0,18,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.5",TRUE,FALSE
"2694","1933-13","1","13","51",234083.326222143,8183533.09089443,7,8,8,4,7,7,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2695","1934-13","1","13","51",233973.483831316,8183481.48816132,7,8,8,4,35,34,29,15,1,1,0,0,0,38,1,1,3,0,0,0,0,8,3,FALSE,FALSE,TRUE,FALSE,"1.13.51",TRUE,TRUE
"2696","1935-13","1","13","51",233857.677426293,8183362.93458615,7,8,8,4,38,37,33,18,0,0,0,0,0,41,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2697","1936-13","1","13","51",233706.3286604,8183273.9359023,7,8,8,4,9,8,7,3,0,0,0,0,0,10,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2698","193-7","1","7","12",226621.795374,8180245.97326733,3,4,4,8,6,6,6,0,1,4,2,5,3,6,1,4,18,2,5,5,3,4,0,TRUE,FALSE,FALSE,FALSE,"1.7.12",TRUE,TRUE
"2699","1937-13","1","13","51",233606.366628029,8183189.05834591,7,NA,8,4,26,24,19,2,0,0,0,0,0,34,0,0,0,0,0,0,0,8,8,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2700","193-8","1","8","12",231434.492371421,8180420.74106174,6.21052631578947,NA,7,5,36,32,32,4,0,0,0,0,0,38,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2701","1938-13","1","13","51",233627.342785088,8183141.82837918,7,8,8,4,31,31,14,2,0,0,0,0,0,34,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2702","193-9","1","9","16",200089.633006,8182459.1505345,8,9,9,3,4,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2703","1939-13","1","13","51",233632.6554465,8183081.270664,7,8,8,4,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2704","1940-13","1","13","51",233684.347528333,8183120.61598587,7,8,8,4,8,8,7,6,0,0,0,0,0,15,0,0,0,0,0,0,0,8,7,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2708","1941-13","1","13","51",233764.132893333,8183176.42506433,NA,8,8,4,17,16,13,3,0,0,0,0,0,21,0,0,0,0,0,0,0,8,4,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2710","194-18","1","18","7",224003.668468667,8181755.13136967,5,5.16666666666667,6,6,5,5,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5.16666666666667,1,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2711","1942-13","1","13","51",233731.92311981,8183216.33809219,7,8,8,4,19,19,11,10,0,0,0,0,0,21,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2712","194-23","1","23","14",220531.795780308,8179252.46458862,5,6,6,6,12,11,11,0,0,0,0,0,0,13,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.23.14",TRUE,FALSE
"2713","194-24","1","24","5",222749.011957,8180615.127556,NA,5,5,7,7,6,7,0,0,0,0,2,0,7,0,0,0,0,2,2,0,5,0,FALSE,FALSE,TRUE,FALSE,"1.24.5",TRUE,FALSE
"2714","194-25","1","25","5",230635.046361643,8179780.67359693,5,6,6,6,14,13,12,3,0,0,0,0,0,14,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.5",TRUE,FALSE
"2716","1943-13","1","13","51",233816.110091,8183241.999114,7,8,8,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2717","1944-13","1","13","51",233910.99541524,8183276.91394636,7,8,8,4,22,22,11,5,0,0,0,0,0,25,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2718","1945-13","1","13","51",233874.462280962,8183313.61898181,NA,8,8,4,22,20,15,15,0,0,0,0,0,26,0,0,0,0,0,0,0,8,4,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2719","1946-13","1","13","51",233946.138048636,8183362.99850873,7,8,8,4,11,11,6,2,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2720","194-7","1","7","13",226332.553339143,8180966.03570543,NA,4,4,8,5,3,5,2,0,0,0,4,1,7,0,0,0,0,6,6,1,4,2,FALSE,TRUE,TRUE,TRUE,"1.7.13",TRUE,FALSE
"2721","1947-13","1","13","51",233977.82484775,8183320.73446675,7,8,8,4,8,8,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2722","194-8","1","8","12",231452.603587533,8180403.67861073,6.06666666666667,7,7,5,15,14,15,8,0,0,0,0,0,15,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2723","1948-13","1","13","51",234052.9738321,8183367.78684305,7,8,8,4,19,16,15,4,0,0,0,0,0,20,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2724","194-9","1","9","16",200133.500931,8182486.046255,8,9,9,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2725","1949-13","1","13","51",234090.754531727,8183415.36998339,7,8,8,4,32,32,27,17,0,0,0,0,0,33,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2726","1950-13","1","13","51",234183.954562,8183454.95297483,7,8,8,4,5,5,5,4,0,0,0,0,0,6,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2730","1951-13","1","13","51",234062.690899375,8183430.30656825,7,8,8,4,23,22,21,7,0,0,0,0,0,24,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2732","195-18","1","18","7",223983.560722,8181797.32130967,5,5.16666666666667,6,6,5,5,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5.16666666666667,1,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2733","1952-13","1","13","51",234025.78773571,8183452.22150152,7,8,8,4,29,28,19,3,0,0,0,0,0,31,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2734","195-23","1","23","14",220491.258368267,8179205.51568367,5,6,6,6,14,13,14,1,0,0,0,0,0,15,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.23.14",TRUE,FALSE
"2735","195-24","1","24","5",222722.030305,8180655.8975442,NA,NA,NA,NA,4,4,4,0,0,3,0,0,0,5,0,3,3,0,0,0,0,NA,1,FALSE,FALSE,TRUE,FALSE,"1.24.5",TRUE,FALSE
"2736","195-25","1","25","5",230681.983961786,8179809.07669479,5,6,6,6,11,11,11,1,0,0,0,0,0,14,0,0,0,0,0,0,0,6,3,FALSE,FALSE,FALSE,FALSE,"1.25.5",TRUE,FALSE
"2738","1953-13","1","13","51",234270.624359238,8183493.17723221,7,8,8,4,37,35,26,2,0,0,0,0,0,42,0,0,0,0,0,0,0,8,5,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2739","1954-13","1","13","51",234449.981274038,8183510.90414754,7,8,8,4,18,17,8,1,0,0,0,0,0,26,0,0,0,0,0,0,0,8,8,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2741","1956-13","1","13","51",234579.64483448,8183524.25643752,7,8,8,4,15,13,13,0,0,0,0,0,0,25,0,0,0,0,0,0,0,8,10,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2742","195-7","1","7","13",226299.517768375,8181019.84836675,NA,4,4,8,7,6,6,0,0,0,0,1,0,8,0,0,0,0,1,1,0,4,1,FALSE,FALSE,TRUE,FALSE,"1.7.13",TRUE,FALSE
"2744","195-8","1","8","12",231505.30992275,8180388.76880625,6.25,7,7,5,3,3,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2745","1958-13","1","13","51",234608.331847563,8183405.87295719,7,8,8,4,10,7,9,0,2,4,1,4,2,16,2,4,6,1,4,7,2,8,6,FALSE,TRUE,TRUE,TRUE,"1.13.51",TRUE,TRUE
"2746","195-9","1","9","16",199952.302392667,8182466.01264,8,9,9,3,2,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2747","1959-13","1","13","51",234568.514984,8183375.34784844,7,8,8,4,16,15,11,1,0,0,0,0,0,18,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2748","1960-13","1","13","51",234525.838749095,8183347.11696376,7,8,8,4,16,13,11,1,0,0,0,0,0,21,0,0,0,0,0,0,0,8,5,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2752","1961-13","1","13","51",234490.07034719,8183314.25555076,7,8,8,4,21,20,17,2,0,1,0,0,0,21,0,1,1,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2753","196-13","1","13","50",234722.3109371,8183081.50086827,7,8,8,4,25,25,15,1,0,0,0,0,0,30,0,0,0,0,0,0,0,8,5,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2754","196-18","1","18","7",223954.681113,8181799.845998,5,5,6,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2755","1962-13","1","13","51",234440.613789333,8183279.67515904,7,8,8,4,20,19,15,10,0,0,0,0,0,24,0,0,0,0,0,0,0,8,4,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2756","196-23","1","23","15",220411.285481833,8179213.098317,NA,6,6,6,10,8,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.23.15",TRUE,FALSE
"2757","196-24","1","24","5",222816.876319133,8180673.18602693,4,5,5,7,14,14,12,6,3,8,4,8,3,15,3,8,24,4,8,9,3,5,1,TRUE,FALSE,TRUE,FALSE,"1.24.5",TRUE,TRUE
"2758","196-25","1","25","5",230726.809998429,8179831.18490993,NA,6,6,6,13,13,13,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.5",TRUE,FALSE
"2760","1963-13","1","13","51",234374.442292,8183374.35441827,7,8,8,4,19,16,14,3,0,0,0,0,0,22,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2761","1964-13","1","13","51",234337.231036143,8183342.10371576,NA,8,8,4,20,18,15,4,0,0,0,0,0,21,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2762","1965-13","1","13","51",234292.411827737,8183320.68142168,7,8,8,4,14,12,12,2,0,0,0,0,0,19,0,0,0,0,0,0,0,8,5,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2763","1966-13","1","13","51",234272.557337105,8183394.83087379,7,8,8,4,16,14,13,0,0,0,0,0,0,19,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2764","196-7","1","7","13",226316.221532833,8181030.51663867,NA,4,4,8,5,4,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.13",TRUE,FALSE
"2765","1967-13","1","13","51",234334.678786,8183437.123627,7,8,8,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2766","196-8","1","8","12",231446.798879125,8180346.08089362,6,7,7,5,16,16,16,10,0,0,0,0,0,16,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2767","1968-13","1","13","51",234241.102971267,8183429.20907207,7,8,8,4,11,10,9,3,0,0,0,0,0,15,0,0,0,0,0,0,0,8,4,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2768","196-9","1","9","16",199777.705087154,8182389.84687865,8,9,9,3,24,23,21,0,0,0,0,0,0,26,0,0,0,0,0,0,0,9,2,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2769","1969-13","1","13","51",234116.417718872,8183351.05367497,7,8,8,4,35,32,26,8,0,0,0,0,0,39,0,0,0,0,0,0,0,8,4,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2770","19-7","1","7","4",226644.648746,8179944.96924578,3,4,4,8,9,7,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.4",TRUE,FALSE
"2771","1970-13","1","13","51",234146.328480737,8183311.25585245,7,8,8,4,29,21,18,1,0,0,0,0,0,38,0,0,0,0,0,0,0,8,9,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2775","1971-13","1","13","51",234251.772244158,8183293.16961932,7,8,8,4,12,10,8,0,0,0,0,0,0,19,0,0,0,0,0,0,0,8,7,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2776","197-13","1","13","50",234826.010245733,8183083.6924244,7,8,8,4,12,9,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2777","197-18","1","18","7",223969.705053667,8181840.14921317,5,5,6,6,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2778","1972-13","1","13","51",234210.4700257,8183261.844315,7,8,8,4,15,12,12,1,0,0,0,0,0,20,0,0,0,0,0,0,0,8,5,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2779","197-23","1","23","15",220418.44748775,8179091.65514437,5,6,6,6,6,5,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.23.15",TRUE,FALSE
"2780","197-24","1","24","5",222821.846690636,8180695.1445,4,5,5,7,11,11,11,2,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.5",TRUE,FALSE
"2781","197-25","1","25","5",230770.869068643,8179853.27055914,5,6,6,6,13,13,12,7,0,0,0,0,0,14,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.5",TRUE,FALSE
"2783","1973-13","1","13","51",234156.62229855,8183238.4362834,7,8,8,4,16,11,14,0,0,0,0,0,0,20,0,0,0,0,0,0,0,8,4,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2784","1974-13","1","13","51",234121.1940581,8183213.3995333,7,8,8,4,10,10,8,1,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2785","1975-13","1","13","51",234204.366028714,8183196.89980471,7,8,8,4,4,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2786","1976-13","1","13","51",234247.782996333,8183207.31273267,7,8,8,4,8,8,2,1,0,0,0,0,0,12,0,0,0,0,0,0,0,8,4,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2787","197-7","1","7","13",226351.157415455,8180974.39125754,3,NA,4,8,9,8,8,1,0,0,0,0,0,11,0,0,0,0,0,0,0,4,2,FALSE,FALSE,FALSE,FALSE,"1.7.13",TRUE,FALSE
"2788","1977-13","1","13","51",234286.639867214,8183217.954436,7,8,8,4,11,9,10,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2789","197-8","1","8","12",231354.096659824,8180341.94812541,6.11764705882353,7,7,5,17,17,15,5,0,0,0,0,0,17,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2790","1978-13","1","13","51",234319.58688675,8183209.12893337,7,8,8,4,8,7,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2791","197-9","1","9","16",199589.772481476,8182339.87962443,8,9,9,3,19,18,17,0,0,0,0,0,0,21,0,0,0,0,0,0,0,9,2,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2792","1979-13","1","13","51",234316.396653273,8183245.50822145,7,8,8,4,11,9,9,1,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2793","19-8","1","8","4",231825.456674714,8179508.38099343,7,7,7,5,13,13,12,1,0,0,0,0,0,14,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.4",TRUE,FALSE
"2794","1980-13","1","13","51",234340.070738333,8183260.568287,7,8,8,4,6,5,3,1,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2798","1981-13","1","13","51",234368.129582,8183283.0380215,7,8,8,4,9,7,6,1,0,0,0,0,0,10,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2799","198-13","1","13","50",234909.2041885,8183136.71867517,7,8,8,4,6,5,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2800","198-18","1","18","7",223956.369999,8181881.779576,5,5,6,6,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2801","1982-13","1","13","51",234377.1994302,8183261.9670882,7,8,8,4,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2802","198-23","1","23","15",220442.5524296,8179076.1500612,5,6,6,6,5,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.15",TRUE,FALSE
"2803","198-24","1","24","5",222844.716560714,8180706.47279529,4,5,5,7,6,6,6,2,0,0,0,0,0,7,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.24.5",TRUE,FALSE
"2804","198-25","1","25","5",230801.202526,8179873.91633914,5,6,6,6,4,4,4,1,0,0,0,0,0,7,0,0,0,0,0,0,0,6,3,FALSE,FALSE,FALSE,FALSE,"1.25.5",TRUE,FALSE
"2806","1983-13","1","13","51",234406.821056,8183228.59272553,7,8,8,4,14,12,8,6,0,0,0,0,0,15,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2807","1984-13","1","13","51",234442.45215675,8183188.5616765,7,8,8,4,3,3,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2808","1985-13","1","13","51",234411.402803,8183155.9038845,7,8,8,4,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2809","1986-13","1","13","51",234375.079055286,8183188.09110914,7,8,8,4,13,11,12,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2810","198-7","1","7","14",226403.298674,8180527.65627367,3.11111111111111,NA,4,8,8,8,8,5,0,0,0,0,0,9,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.14",TRUE,FALSE
"2811","1987-13","1","13","51",234350.676846667,8183144.88158459,7,8,8,4,25,24,22,8,0,0,0,0,0,27,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2812","198-8","1","8","12",231243.800851238,8180334.58685981,6.23809523809524,7,7,5,18,17,18,9,0,0,0,0,0,21,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2813","1988-13","1","13","51",234324.289891818,8183117.39064027,7,8,8,4,22,21,19,2,0,0,0,0,0,22,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2814","198-9","1","9","16",199544.903652187,8182454.65084937,8,9,9,3,13,10,11,0,0,0,0,0,0,16,0,0,0,0,0,0,0,9,3,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2815","1989-13","1","13","51",234291.847616864,8183083.63081877,7,8,8,4,17,14,14,7,0,0,0,0,0,22,0,0,0,0,0,0,0,8,5,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2816","19-9","1","9","6",199384.968399143,8174799.160688,8,9,9,3,6,4,6,1,0,0,0,0,0,7,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.6",TRUE,FALSE
"2817","1990-13","1","13","51",234271.667832875,8183050.44987438,7,8,8,4,7,7,7,6,0,0,0,0,0,8,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
