"","id_manz","P","D","L","X","Y","1_FR_A","2_FR_A","YearLastAFII","ageAP","nbSpray","nbSprayI","nbSprayII","nbPos","DenH","InspH","PosInspH","RocH","PosRocH","Total","nbDen","nbInsp","nbInspProg","nbInspPos","nbRoc","nbRocProg","nbRocPos","IIspray","Unspray","ManzPos2012","ManzPosPre2012","ManzVigPre2012","NextManzPosPre2012","codeLoc","focus","Den1"
"2358","178-8","1","8","12",232315.742736182,8180325.16925991,6.09090909090909,7,7,5,22,21,20,13,0,0,0,0,0,22,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2359","1788-13","1","13","100",234917.773251864,8184644.826102,NA,NA,11,1,17,13,16,0,0,0,0,0,0,22,0,0,0,0,0,0,0,11,5,FALSE,FALSE,FALSE,FALSE,"1.13.100",TRUE,FALSE
"2360","178-9","1","9","16",199350.10817,8182356.8329565,8,9,9,3,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2361","1789-13","1","13","100",234910.716891154,8184699.82695477,NA,NA,11,1,23,23,17,0,0,0,0,0,0,26,0,0,0,0,0,0,0,11,3,FALSE,FALSE,FALSE,FALSE,"1.13.100",TRUE,FALSE
"2362","17-9","1","9","6",199480.543749429,8174701.23897814,8,9,9,3,6,4,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.6",TRUE,FALSE
"2368","179-13","1","13","50",234175.919123375,8182925.37891596,7,8,8,4,19,18,14,3,0,0,0,0,0,24,0,0,0,0,0,0,0,8,5,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2369","179-18","1","18","7",224189.676655111,8181397.644515,5,5.22222222222222,6,6,7,5,6,0,0,0,0,1,0,9,0,0,0,0,1,1,0,5.22222222222222,2,FALSE,FALSE,TRUE,FALSE,"1.18.7",TRUE,FALSE
"2371","179-23","1","23","14",220764.192087833,8179386.87111667,5,6,6,6,12,11,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.14",TRUE,FALSE
"2372","179-24","1","24","4",222274.975238625,8180508.061189,4,5,5,7,8,8,7,3,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.4",TRUE,FALSE
"2373","179-25","1","25","4A",230984.821535625,8180115.32118744,6,6,6,6,16,15,15,1,0,1,0,0,0,16,0,1,1,0,0,0,0,6,0,FALSE,FALSE,TRUE,FALSE,"1.25.4A",TRUE,FALSE
"2379","179-7","1","7","10",226525.259742714,8180812.92943171,3,4,4,8,21,21,20,1,0,0,0,0,0,21,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.10",TRUE,FALSE
"2381","179-8","1","8","12",232338.487136263,8180357.06440247,6.10526315789474,7,7,5,19,19,19,2,0,0,0,0,0,19,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2383","179-9","1","9","16",199369.861696769,8182366.52767015,8,9,9,3,13,12,11,0,0,0,0,0,0,13,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2391","180-13","1","13","50",234268.918788737,8182929.94223342,7,8,8,4,19,15,17,3,0,0,0,0,0,19,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2392","180-18","1","18","7",224132.457785364,8181378.18326891,5,5.54545454545455,6,6,10,10,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5.54545454545455,1,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2394","180-23","1","23","14",220842.502692028,8179458.05732106,NA,6,6,6,36,33,34,0,0,0,0,0,0,36,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.14",TRUE,FALSE
"2395","180-24","1","24","3",222339.141522556,8180491.78784156,NA,NA,5,7,15,13,15,4,2,3,1,5,0,18,2,3,16,1,5,5,0,5,3,FALSE,TRUE,TRUE,TRUE,"1.24.3",TRUE,TRUE
"2396","180-25","1","25","4A",231036.7514165,8180086.3742067,6,6,6,6,10,10,10,4,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.4A",TRUE,FALSE
"2402","180-7","1","7","10",226478.905117818,8180737.51145014,3,4,4,8,22,22,21,0,0,0,0,0,0,22,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.10",TRUE,FALSE
"2406","180-9","1","9","16",199336.279537143,8182414.91272857,8,9,9,3,6,5,6,1,0,0,0,0,0,7,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2416","181-18","1","18","7",224136.3834239,8181426.0607093,5,5.3,6,6,9,9,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5.3,1,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2418","181-23","1","23","14",220812.37491925,8179356.04893475,5,6,6,6,2,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.23.14",TRUE,FALSE
"2419","181-24","1","24","4",222363.216347455,8180510.904429,4,5,5,7,10,8,10,3,2,2,0,0,0,11,3,6,12,0,0,0,0,5,1,FALSE,FALSE,TRUE,FALSE,"1.24.4",TRUE,TRUE
"2420","181-25","1","25","4A",231037.247846929,8180136.39889029,6,6,6,6,11,11,8,4,0,0,0,0,0,14,0,0,0,0,0,0,0,6,3,FALSE,FALSE,FALSE,FALSE,"1.25.4A",TRUE,FALSE
"2427","181-7","1","7","10",226425.3793095,8180683.034591,3,4,4,8,4,4,4,2,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.10",TRUE,FALSE
"2429","18-18","1","18","1",223460.600223375,8180940.61686737,4,5,5,7,8,8,6,5,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.1",TRUE,FALSE
"2430","181-8","1","8","12",232230.132774,8180374.41699483,6.16666666666667,7,7,5,6,6,6,5,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2432","181-9","1","9","16",199293.8564652,8182393.8739372,8,9,9,3,5,5,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2438","182-13","1","13","50",234298.831583364,8182827.04847245,7,8,8,4,21,19,21,1,0,0,0,0,0,22,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2439","182-18","1","18","7",224187.326514889,8181450.76670056,5,5,6,6,9,8,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2441","182-23","1","23","14",220791.390964227,8179282.49045345,5,6,6,6,20,18,19,5,0,0,0,0,0,22,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.23.14",TRUE,FALSE
"2442","182-24","1","24","4",222379.7330733,8180549.0732424,4,5,5,7,8,8,8,3,0,0,0,0,0,10,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,"1.24.4",TRUE,FALSE
"2443","182-25","1","25","4A",231072.734229316,8180207.52431447,6,6,6,6,18,18,17,3,1,2,0,0,0,19,1,2,7,0,0,0,0,6,1,FALSE,FALSE,TRUE,FALSE,"1.25.4A",TRUE,TRUE
"2444","18-23","1","23","1",218464.458361,8182339.354492,NA,6,6,6,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.23.1",TRUE,FALSE
"2447","18-24","1","24","1",222498.215519,8179447.551808,4,NA,5,7,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.1",TRUE,FALSE
"2452","182-7","1","7","10",226465.435408444,8180646.82382622,3,4,4,8,9,9,8,3,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.10",TRUE,FALSE
"2454","182-8","1","8","12",232230.222634143,8180333.56356386,6.04761904761905,7,7,5,21,21,18,12,0,0,0,0,0,21,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2456","182-9","1","9","16",199274.8563266,8182423.0697288,8,9,9,3,5,5,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2463","183-13","1","13","50",234346.391141905,8182844.12334976,NA,8,8,4,17,14,15,0,0,0,0,0,0,21,0,0,0,0,0,0,0,8,4,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2464","183-18","1","18","7",224175.890574455,8181490.21821091,NA,5.27272727272727,6,6,9,8,9,3,0,0,0,0,0,11,0,0,0,0,0,0,0,5.27272727272727,2,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2466","183-23","1","23","14",220764.609085406,8179231.04847069,5,6,6,6,31,30,25,3,0,0,0,0,0,32,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.23.14",TRUE,FALSE
"2467","183-24","1","24","4",222403.8855284,8180570.2844714,4,5,5,7,7,7,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,3,FALSE,FALSE,FALSE,FALSE,"1.24.4",TRUE,FALSE
"2468","183-25","1","25","4A",231025.325899421,8180213.85236816,6,6,6,6,17,16,16,7,0,0,0,0,0,19,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.4A",TRUE,FALSE
"2474","183-7","1","7","10",226522.896775704,8180710.08143107,NA,4,4,8,27,24,25,1,0,0,0,0,0,27,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.10",TRUE,FALSE
"2476","183-8","1","8","12",232236.554027586,8180271.74183248,6.48275862068965,7,7,5,26,26,22,0,0,0,0,0,0,29,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2478","183-9","1","9","16",199327.30819875,8182446.24918875,8,9,9,3,3,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2485","184-13","1","13","50",234316.132819955,8182941.41137932,NA,8,8,4,21,19,20,2,0,0,0,0,0,22,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2486","184-18","1","18","7",224118.2435963,8181470.6540457,5,5.3,6,6,9,9,8,2,0,0,0,0,0,10,0,0,0,0,0,0,0,5.3,1,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2488","184-23","1","23","14",220878.505682,8179220.31915363,5,6,6,6,8,8,8,2,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.14",TRUE,FALSE
"2489","184-24","1","24","5",222933.2496854,8180719.0491076,NA,5,5,7,10,9,8,1,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.5",TRUE,FALSE
"2490","184-25","1","25","4A",230981.8375034,8180189.3865514,6,6,6,6,10,9,10,4,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.4A",TRUE,FALSE
"2496","184-7","1","7","10",226487.689729353,8180598.93482559,3,4,4,8,17,16,17,3,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.10",TRUE,FALSE
"2498","184-8","1","8","12",232115.757706611,8180286.50292633,6.83333333333333,7,7,5,14,14,13,8,0,0,0,0,0,18,0,0,0,0,0,0,0,7,4,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2500","184-9","1","9","16",199435.492590667,8182430.93659447,NA,9,9,3,14,11,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2507","185-13","1","13","50",234364.913128095,8182960.74733905,7,8,8,4,20,19,15,5,0,0,0,0,0,21,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2508","185-18","1","18","7",224107.543758571,8181512.80335471,5,5.14285714285714,6,6,7,7,7,1,0,0,0,0,0,7,0,0,0,0,0,0,0,5.14285714285714,0,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2510","185-23","1","23","14",220973.191901875,8179221.73824917,5,6,6,6,22,20,19,3,0,2,0,0,0,24,0,2,7,0,0,0,0,6,2,FALSE,FALSE,TRUE,FALSE,"1.23.14",TRUE,FALSE
"2511","185-24","1","24","5",222927.888563111,8180698.21185611,4,5,5,7,9,8,9,2,2,7,5,6,3,9,2,9,15,6,7,10,3,5,0,FALSE,TRUE,TRUE,TRUE,"1.24.5",TRUE,TRUE
"2512","185-25","1","25","4A",230935.0656655,8180203.46884075,6,6,6,6,19,19,19,11,0,0,0,0,0,20,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.4A",TRUE,FALSE
"2518","185-7","1","7","10",226553.1310852,8180670.0683383,3,4,4,8,20,19,19,1,0,0,0,0,0,20,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.10",TRUE,FALSE
"2520","185-8","1","8","12",232133.189062647,8180344.17913594,6.17647058823529,7,7,5,16,16,16,10,0,0,0,0,0,17,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2522","185-9","1","9","16",199487.997640917,8182334.53382538,8,9,9,3,23,21,23,0,0,0,0,0,0,24,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2529","186-13","1","13","50",234395.570921273,8182855.37381482,7,8,8,4,22,21,15,0,0,0,0,0,0,22,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2530","186-18","1","18","7",224160.910949833,8181536.73877242,5,5.16666666666667,6,6,11,11,10,2,0,0,0,0,0,12,0,0,0,0,0,0,0,5.16666666666667,1,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2532","186-23","1","23","14",220907.5981544,8179269.40525152,5,6,6,6,22,22,18,2,0,0,0,0,0,25,0,0,0,0,0,0,0,6,3,FALSE,FALSE,FALSE,FALSE,"1.23.14",TRUE,FALSE
"2533","186-24","1","24","5",222921.17301,8180674.65407014,4,5,5,7,7,6,7,1,1,3,0,0,0,7,1,3,6,0,0,0,0,5,0,FALSE,FALSE,TRUE,FALSE,"1.24.5",TRUE,TRUE
"2534","186-25","1","25","4A",230881.923830053,8180202.60646405,6,6,6,6,19,19,18,13,0,0,0,0,0,19,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.4A",TRUE,FALSE
"2540","186-7","1","7","10",226592.009176632,8180744.60013547,3,NA,4,8,19,19,18,3,0,0,0,0,0,19,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.10",TRUE,FALSE
"2542","186-8","1","8","12",232145.078574,8180389.07272267,6.04761904761905,7,7,5,21,21,21,9,0,0,0,0,0,21,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2544","186-9","1","9","16",199498.988119231,8182270.27339369,8,9,9,3,12,11,12,0,0,0,0,0,0,13,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2546","18-7","1","7","4",226596.816482167,8179960.67540067,3,4,4,8,6,5,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.4",TRUE,FALSE
"2551","187-13","1","13","50",234445.296215,8182869.60025886,7,8,8,4,20,19,15,0,0,0,0,0,0,22,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2552","187-18","1","18","7",224144.607684455,8181580.63926173,5,5.45454545454545,6,6,8,8,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5.45454545454545,3,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2554","187-23","1","23","14",220935.622169714,8179371.44709238,5,6,6,6,20,20,18,0,0,0,0,0,0,21,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.23.14",TRUE,FALSE
"2555","187-24","1","24","5",222909.1335128,8180653.3959528,4,5,5,7,5,5,5,0,1,3,0,0,0,5,2,5,11,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.5",TRUE,TRUE
"2556","187-25","1","25","4A",231010.042740721,8180284.85217972,NA,6,6,6,41,40,39,26,0,0,0,0,0,43,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.4A",TRUE,FALSE
"2562","187-7","1","7","11",226727.541179833,8179930.48482558,NA,4,4,8,10,8,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,2,FALSE,FALSE,FALSE,FALSE,"1.7.11",TRUE,FALSE
"2564","187-8","1","8","12",231958.061730176,8180402.04395985,NA,NA,7,5,31,30,28,6,0,0,0,0,0,34,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2566","187-9","1","9","16",199540.738678471,8182179.70975582,8,9,9,3,16,14,16,0,0,0,0,0,0,17,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2568","18-8","1","8","4",231830.466999375,8179408.61037675,7,7,7,5,7,6,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.4",TRUE,FALSE
"2574","188-13","1","13","50",234411.896743789,8182974.86513758,7,8,8,4,15,13,11,0,0,0,0,0,0,19,0,0,0,0,0,0,0,8,4,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2577","188-23","1","23","14",221019.80000492,8179288.19875712,5,6,6,6,21,19,19,0,0,3,0,0,0,25,0,4,10,0,0,0,0,6,4,FALSE,FALSE,TRUE,FALSE,"1.23.14",TRUE,FALSE
"2578","188-24","1","24","5",222887.585326333,8180629.67549567,4,5,5,7,6,6,6,4,1,2,1,3,1,6,1,3,3,1,3,3,1,5,0,FALSE,TRUE,TRUE,TRUE,"1.24.5",TRUE,TRUE
"2579","188-25","1","25","4A",230850.09748605,8180276.79053085,6,6,6,6,19,19,16,2,0,0,0,0,0,20,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.4A",TRUE,FALSE
"2584","188-7","1","7","11",226750.342203818,8179928.74752636,NA,4,4,8,11,8,10,0,0,3,0,0,0,11,0,3,4,0,0,0,0,4,0,FALSE,FALSE,TRUE,FALSE,"1.7.11",TRUE,FALSE
"2585","188-8","1","8","12",231990.095077263,8180373.09817963,NA,7,7,5,37,35,28,6,0,0,0,0,0,38,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2586","188-9","1","9","16",199654.813809947,8182223.35235895,8,9,9,3,15,12,13,0,0,0,0,0,0,19,0,0,0,0,0,0,0,9,4,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2588","18-9","1","9","6",199445.7697402,8174731.7340416,8,9,9,3,5,4,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.6",TRUE,FALSE
"2594","189-13","1","13","50",234472.8258331,8183019.53237655,7,8,8,4,17,17,9,1,0,0,0,0,0,20,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2595","189-18","1","18","7",224128.562037167,8181621.69266008,5,5.33333333333333,6,6,11,11,10,1,0,0,0,0,0,12,0,0,2,0,0,0,0,5.33333333333333,1,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2597","189-23","1","23","14",221092.7580567,8179231.7169126,5,6,6,6,9,9,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.23.14",TRUE,FALSE
"2598","189-24","1","24","5",222873.866236,8180607.9146895,4,5,5,7,3,2,3,0,2,4,1,1,0,4,3,9,9,2,1,1,0,5,1,FALSE,TRUE,TRUE,TRUE,"1.24.5",TRUE,TRUE
"2599","189-25","1","25","4A",230822.241338,8180327.3342961,NA,6,6,6,9,8,7,6,0,0,0,0,0,10,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.4A",TRUE,FALSE
"2601","1893-13","1","13","4",234010.063228048,8182025.40528638,7,7,7,5,15,13,14,2,0,0,0,0,0,21,0,0,0,0,0,0,0,7,6,FALSE,FALSE,FALSE,FALSE,"1.13.4",TRUE,FALSE
"2602","1895-13","1","13","4",233952.8760245,8181976.93993337,7,7,7,5,6,5,6,1,0,0,0,0,0,8,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.13.4",TRUE,FALSE
"2604","189-7","1","7","12",226733.448214714,8180114.75655707,NA,4,4,8,14,13,13,3,3,4,1,4,2,14,4,9,12,1,4,4,2,4,0,FALSE,TRUE,TRUE,TRUE,"1.7.12",TRUE,TRUE
"2606","189-8","1","8","12",232012.943740524,8180309.30706848,7,7,7,5,19,18,17,1,0,0,0,0,0,21,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2608","189-9","1","9","16",199746.945739857,8182291.77901667,8,9,9,3,18,18,14,0,0,0,0,0,0,21,0,0,0,0,0,0,0,9,3,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2610","1-9","1","9","4",198851.742371133,8172893.7739233,NA,9,9,3,24,20,22,0,0,0,0,0,0,30,0,0,0,0,0,0,0,9,6,FALSE,FALSE,FALSE,FALSE,"1.9.4",TRUE,FALSE
"2616","190-13","1","13","50",234486.3313258,8182972.0330228,7,8,8,4,19,19,11,0,0,0,0,0,0,20,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2617","190-18","1","18","7",224043.644107,8181624.77071687,5,5.125,6,6,8,7,8,0,1,2,0,0,0,8,1,2,4,0,0,0,0,5.125,0,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,TRUE
"2619","190-23","1","23","14",221303.04457,8179141.243397,5,6,6,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.14",TRUE,FALSE
"2620","190-25","1","25","4A",230903.08653025,8180330.00689592,6,6,6,6,21,20,18,13,1,7,3,8,2,24,1,7,15,3,8,9,2,6,3,FALSE,TRUE,TRUE,TRUE,"1.25.4A",TRUE,TRUE
"2626","190-7","1","7","12",226669.6978678,8180192.2021692,3,4,4,8,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.12",TRUE,FALSE
"2628","190-8","1","8","12",231921.132506737,8180331.85428142,7,NA,7,5,19,19,18,6,0,0,0,0,0,19,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2630","190-9","1","9","16",199967.793588045,8182386.09257586,NA,9,9,3,19,15,19,0,0,0,0,0,0,22,0,0,0,0,0,0,0,9,3,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2640","191-13","1","13","50",234488.4321739,8182890.84581025,7,8,8,4,19,18,14,4,0,0,0,0,0,20,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2641","191-18","1","18","7",224058.660571857,8181668.79155471,5,5.14285714285714,6,6,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5.14285714285714,0,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2643","191-23","1","23","14",220711.474162667,8179195.69484333,NA,6,6,6,6,5,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.14",TRUE,FALSE
"2644","191-24","1","24","5",222786.8434192,8180595.482014,NA,NA,NA,NA,2,2,2,1,0,2,0,1,0,5,0,3,3,0,1,1,0,NA,3,FALSE,FALSE,TRUE,FALSE,"1.24.5",TRUE,FALSE
"2645","191-25","1","25","4A",231016.714249579,8180332.55004016,6,6,6,6,17,15,15,7,0,0,0,0,0,19,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.4A",TRUE,FALSE
"2652","191-7","1","7","12",226610.377019692,8180226.78467792,3,4,4,8,13,13,13,2,5,9,3,4,3,13,7,19,41,3,6,6,3,4,0,TRUE,TRUE,TRUE,TRUE,"1.7.12",TRUE,TRUE
"2654","19-18","1","18","1",223498.765477,8180898.082273,4,5,5,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.1",TRUE,FALSE
"2655","191-8","1","8","12",231825.509041905,8180356.52218214,6.19047619047619,7,7,5,21,19,20,8,0,0,0,0,0,21,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.12",TRUE,FALSE
"2656","191-9","1","9","16",200012.519681,8182416.8646629,8,9,9,3,20,20,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.16",TRUE,FALSE
"2657","1920-13","1","13","51",234564.419152,8183681.0199186,7,8,8,4,21,20,13,0,0,0,0,0,0,25,0,0,0,0,0,0,0,8,4,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2661","1921-13","1","13","51",234570.017881,8183634.51442908,7,8,8,4,21,21,11,0,0,0,0,0,0,24,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2662","192-13","1","13","50",234570.479987818,8182882.54399291,7,8,8,4,11,11,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.50",TRUE,FALSE
"2663","192-18","1","18","7",224001.059214857,8181641.27106671,5,5.14285714285714,6,6,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5.14285714285714,0,FALSE,FALSE,FALSE,FALSE,"1.18.7",TRUE,FALSE
"2664","1922-13","1","13","51",234572.6473007,8183581.86925283,7,8,8,4,24,20,12,2,0,0,0,0,0,30,0,0,0,0,0,0,0,8,6,FALSE,FALSE,FALSE,FALSE,"1.13.51",TRUE,FALSE
"2665","192-23","1","23","14",220662.829258267,8179223.9873664,5,6,6,6,15,12,13,2,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.14",TRUE,FALSE
